BranchesFrom	Vessel	VesselType	BodyPart	Sex	Anastomoses	ForBranchesSee	MergedVessel	CoordX	CoordY	BranchSequence	CellType	CellTypeLabel	CellTypeID	Biomarkers	BiomarkersLabel	BiomarkersID	ReferenceURL	Reference	ReferenceDOI	UBERON	FMA	BodyPartUberon	UBERONLabel	FMALabel	PathFromHeart
confluence of sinuses	straight sinus	sinus	brain				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Straight_sinus	https://en.wikipedia.org/wiki/Straight_sinus		UBERON:0039452	fma50769	UBERON:0000955	straight sinus	Straight sinus	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus
straight sinus	great cerebral vein	vein	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Great_cerebral_vein	https://en.wikipedia.org/wiki/Great_cerebral_vein		UBERON:0006666	fma50993	UBERON:0000955	great cerebral vein	Great cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein
great cerebral vein	basal vein	vein	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Basal_vein	https://en.wikipedia.org/wiki/Basal_vein		UBERON:0035530	fma50990	UBERON:0000955	basal vein	Basal vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein
basal vein	anterior cerebral vein	vein	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain		UBERON:0001672	fma51306	UBERON:0000955	anterior cerebral vein	Anterior cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;anterior cerebral vein
basal vein	deep middle cerebral vein	vein	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Basal_vein	https://en.wikipedia.org/wiki/Basal_vein		UBERON:0035532	fma51309	UBERON:0000955	deep middle cerebral vein	Deep middle cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;deep middle cerebral vein
basal vein	inferior striate vein	vein	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain				UBERON:0000955			right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;inferior striate vein
basal vein	lateral mesencephalic vein	vein	brain				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	http://purl.obolibrary.org/obo/UBERON_0010205	http://purl.obolibrary.org/obo/UBERON_0010205			fma51341	UBERON:0000955		Lateral mesencephalic vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;basal vein;lateral mesencephalic vein
great cerebral vein	internal cerebral vein	vein	brain				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_cerebral_veins	https://en.wikipedia.org/wiki/Internal_cerebral_veins		UBERON:0035152	fma51003	UBERON:0000955	internal cerebral vein	Internal cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein
internal cerebral vein	superior choroid vein	vein	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_cerebral_veins	https://en.wikipedia.org/wiki/Internal_cerebral_veins			fma51329	UBERON:0000955		Superior choroid vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein;superior choroid vein
internal cerebral vein	superior striate vein	vein	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain	https://www.kenhub.com/en/library/anatomy/veins-of-the-brain				UBERON:0000955			right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein;superior striate vein
internal cerebral vein	superior thalamostriate vein	vein	brain				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thalamostriate_vein	https://en.wikipedia.org/wiki/Superior_thalamostriate_vein			fma50997	UBERON:0000955		Superior thalamostriate vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;great cerebral vein;internal cerebral vein;superior thalamostriate vein
straight sinus	inferior sagittal sinus	sinus	brain				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_sagittal_sinus	https://en.wikipedia.org/wiki/Inferior_sagittal_sinus		UBERON:0007152	fma50768	UBERON:0000955	inferior sagittal sinus	Inferior sagittal sinus	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;inferior sagittal sinus
straight sinus	superior cerebellar vein	vein	cerebellum				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Cerebellar_veins	https://en.wikipedia.org/wiki/Cerebellar_veins		UBERON:0001669	fma51232	UBERON:0002037	superior cerebellar vein	Superior cerebellar vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;straight sinus;superior cerebellar vein
confluence of sinuses	superior sagittal sinus	sinus	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_sagittal_sinus	https://en.wikipedia.org/wiki/Superior_sagittal_sinus		UBERON:0001642	fma50767	UBERON:0000955	superior sagittal sinus	Superior sagittal sinus	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus
superior sagittal sinus	superior anastomotic vein	vein	brain		superficial middle cerebral vein		0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_anastomotic_vein	https://en.wikipedia.org/wiki/Superior_anastomotic_vein			fma51238	UBERON:0000955		Superior anastomotic vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior anastomotic vein
superior sagittal sinus	superior cerebral vein	vein	brain				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_cerebral_veins	https://en.wikipedia.org/wiki/Superior_cerebral_veins		UBERON:0035150	fma50978	UBERON:0000955	superior cerebral vein	Superior superficial cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;confluence of sinuses;superior sagittal sinus;superior cerebral vein
transverse sinus	inferior anastomotic vein	vein	brain		superficial middle cerebral vein		0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_anastomotic_vein	https://en.wikipedia.org/wiki/Inferior_anastomotic_vein			fma51239	UBERON:0000955		Inferior anastomotic vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;inferior anastomotic vein
transverse sinus	inferior cerebellar vein	vein	cerebellum				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Cerebellar_veins	https://en.wikipedia.org/wiki/Cerebellar_veins		UBERON:0001670	fma51233	UBERON:0002037	inferior cerebellar vein	Inferior cerebellar vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;inferior cerebellar vein
transverse sinus	inferior cerebral vein	vein	brain				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Inferior_cerebral_veins	https://en.wikipedia.org/wiki/Inferior_cerebral_veins		UBERON:0001664	fma50986	UBERON:0000955	inferior cerebral vein	Inferior superficial cerebral vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;inferior cerebral vein
transverse sinus	superior petrosal sinus	sinus	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_petrosal_sinus	https://en.wikipedia.org/wiki/Superior_petrosal_sinus			fma50771	UBERON:0000955		Superior petrosal sinus	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;superior petrosal sinus
superior petrosal sinus	cavernous sinus #2	sinus	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Cavernous_sinus	https://en.wikipedia.org/wiki/Cavernous_sinus		UBERON:0003712	FMA50772	UBERON:0000955	cavernous sinus	Cavernous sinus	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;superior petrosal sinus;cavernous sinus #2
superior petrosal sinus	superior petrosal vein	vein	brain				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/superior-petrosal-vein-2	https://radiopaedia.org/articles/superior-petrosal-vein-2			fma51350	UBERON:0000955		Superior petrosal vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;superior petrosal sinus;superior petrosal vein
transverse sinus	vein of vestibular aqueduct	vein	brain				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	http://purl.obolibrary.org/obo/UBERON_0036074	http://purl.obolibrary.org/obo/UBERON_0036074		UBERON:0036074	fma52367	UBERON:0000955	vein of vestibular aqueduct	Vein of vestibular aqueduct	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;sigmoid sinus;transverse sinus;vein of vestibular aqueduct
internal jugular vein	superior bulb of internal jugular vein	vein	neck				0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_jugular_vein	https://en.wikipedia.org/wiki/Internal_jugular_vein		UBERON:0034981	fma50805	UBERON:0000974	superior bulb of internal jugular vein	Superior bulb of internal jugular vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior bulb of internal jugular vein
internal jugular vein	superior thyroid vein	vein	thyroid gland				0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_thyroid_vein	https://en.wikipedia.org/wiki/Superior_thyroid_vein		UBERON:0007157	fma14323	UBERON:0002046	superior thyroid vein	Superior thyroid vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior thyroid vein
superior thyroid vein	glandular venous plexus	vein	thyroid gland				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://www.anatomy.net/superior-thyroid-vein	https://www.anatomy.net/superior-thyroid-vein				UBERON:0002046			right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior thyroid vein;glandular venous plexus
superior thyroid vein	superior laryngeal vein	vein	larynx				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://teachmeanatomy.info/neck/viscera/larynx/organ/	https://teachmeanatomy.info/neck/viscera/larynx/organ/			fma14324	UBERON:0001737		Superior laryngeal vein	right atrium;superior vena cava;brachiocephalic vein;internal jugular vein;superior thyroid vein;superior laryngeal vein
brachiocephalic vein	internal thoracic vein	vein	thoracic wall				0	-40	50	2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Internal_thoracic_vein	https://en.wikipedia.org/wiki/Internal_thoracic_vein		UBERON:0001589	fma4729	UBERON:0016403	internal thoracic vein	Internal thoracic vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein
internal thoracic vein	anterior intercostal vein	vein	thoracic wall				1			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Anterior_intercostal_veins	https://en.wikipedia.org/wiki/Anterior_intercostal_veins		UBERON:0012200	fma12831	UBERON:0016403	anterior intercostal vein	Anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein
internal thoracic vein	anterior intercostal vein 1	vein	thoracic wall			anterior intercostal vein	0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4741	UBERON:0016403		First anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 1
internal thoracic vein	anterior intercostal vein 2	vein	thoracic wall			anterior intercostal vein	0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4740	UBERON:0016403		Second anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 2
internal thoracic vein	anterior intercostal vein 3	vein	thoracic wall			anterior intercostal vein	0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4739	UBERON:0016403		Third anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 3
internal thoracic vein	anterior intercostal vein 4	vein	thoracic wall			anterior intercostal vein	0			4	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4735	UBERON:0016403		Fourth anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 4
internal thoracic vein	anterior intercostal vein 5	vein	thoracic wall			anterior intercostal vein	0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4734	UBERON:0016403		Fifth anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 5
internal thoracic vein	anterior intercostal vein 6	vein	thoracic wall			anterior intercostal vein	0			6	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4733	UBERON:0016403		Sixth anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;anterior intercostal vein 6
internal thoracic vein	musculophrenic vein	vein	thoracic wall				0			7	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	http://purl.obolibrary.org/obo/UBERON_0006662	http://purl.obolibrary.org/obo/UBERON_0006662		UBERON:0006662	fma4732	UBERON:0016403	musculo-phrenic vein	Musculophrenic vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;musculophrenic vein
musculophrenic vein	anterior intercostal vein 7	vein	thoracic wall			anterior intercostal vein	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4736	UBERON:0016403		Seventh anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;musculophrenic vein;anterior intercostal vein 7
musculophrenic vein	anterior intercostal vein 8	vein	thoracic wall			anterior intercostal vein	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4737	UBERON:0016403		Eighth anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;musculophrenic vein;anterior intercostal vein 8
musculophrenic vein	anterior intercostal vein 9	vein	thoracic wall			anterior intercostal vein	0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall	https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall			fma4738	UBERON:0016403		Ninth anterior intercostal vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;musculophrenic vein;anterior intercostal vein 9
internal thoracic vein	superior epigastric vein	vein	abdominal wall				0			8	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superior_epigastric_vein	https://en.wikipedia.org/wiki/Superior_epigastric_vein		UBERON:0007155	fma4731	UBERON:0003697	superior epigastric vein	Superior epigastric vein	right atrium;superior vena cava;brachiocephalic vein;internal thoracic vein;superior epigastric vein
brachiocephalic vein	pericardiacophrenic vein	vein	diaphragm				0	-40	60	1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Pericardiacophrenic_veins	https://en.wikipedia.org/wiki/Pericardiacophrenic_veins		UBERON:0001590	fma4742	UBERON:0001103	pericardiacophrenic vein	Pericardiacophrenic vein	right atrium;superior vena cava;brachiocephalic vein;pericardiacophrenic vein
brachiocephalic vein	subclavian vein	vein	thoracic cavity				0	-40	100	7	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Subclavian_vein	https://en.wikipedia.org/wiki/Subclavian_vein		UBERON:0001587	fma4725	UBERON:0002224	subclavian vein	Subclavian vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein
subclavian vein	axillary vein	vein	shoulder				0	-60	70	2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Axillary_vein	https://en.wikipedia.org/wiki/Axillary_vein		UBERON:0000985	fma13329	UBERON:0001467	axillary vein	Axillary vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein
axillary vein	basilic vein	vein	arm				0			7	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Basilic_vein	https://en.wikipedia.org/wiki/Basilic_vein		UBERON:0001411	fma22908	UBERON:0001460	basilic vein	Basilic vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein
basilic vein	dorsal venous network of hand	vein	hand				0			2	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Dorsal_venous_network_of_hand	https://en.wikipedia.org/wiki/Dorsal_venous_network_of_hand			fma67977	UBERON:0002398		Dorsal venous network of hand	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein;dorsal venous network of hand
dorsal venous network of hand	dorsal metacarpal vein	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Dorsal_metacarpal_veins	https://en.wikipedia.org/wiki/Dorsal_metacarpal_veins			fma22954	UBERON:0002398		Dorsal metacarpal vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein;dorsal venous network of hand;dorsal metacarpal vein
dorsal metacarpal vein	dorsal digital vein of hand	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Dorsal_metacarpal_veins	https://en.wikipedia.org/wiki/Dorsal_metacarpal_veins			fma22958	UBERON:0002398		Dorsal digital vein of finger	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein;dorsal venous network of hand;dorsal metacarpal vein;dorsal digital vein of hand
basilic vein	median antebrachial vein	vein	arm				0			3	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Median_antebrachial_vein	https://en.wikipedia.org/wiki/Median_antebrachial_vein			fma22967	UBERON:0001460		Median antebrachial vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein;median antebrachial vein
basilic vein	median cubital vein	vein	arm				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Median_cubital_vein	https://en.wikipedia.org/wiki/Median_cubital_vein		UBERON:0001414	fma22963	UBERON:0001460	median basilic vein	Median cubital vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;basilic vein;median cubital vein
axillary vein	brachial vein	vein	arm				0			8	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Brachial_veins	https://en.wikipedia.org/wiki/Brachial_veins		UBERON:0001413	fma22934	UBERON:0001460	brachial vein	Brachial vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein
brachial vein	radial vein	vein	arm				0			999	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Radial_veins	https://en.wikipedia.org/wiki/Radial_veins			fma22947	UBERON:0001460		Radial vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;radial vein
radial vein	deep palmar venous arch	vein	arm				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Deep_palmar_venous_arch	https://en.wikipedia.org/wiki/Deep_palmar_venous_arch			fma22911	UBERON:0001460		Deep palmar venous arch	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;radial vein;deep palmar venous arch
brachial vein	ulnar vein	vein	arm				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Ulnar_veins	https://en.wikipedia.org/wiki/Ulnar_veins			fma22950	UBERON:0001460		Ulnar vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein
ulnar vein	superficial palmar venous arch	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_palmar_venous_arch	https://en.wikipedia.org/wiki/Superficial_palmar_venous_arch			fma22914	UBERON:0002398		Superficial palmar venous arch	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein;superficial palmar venous arch
superficial palmar venous arch	common palmar digital vein	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Superficial_palmar_venous_arch	https://en.wikipedia.org/wiki/Superficial_palmar_venous_arch		UBERON:0001412	fma22923	UBERON:0002398	common palmar digital vein	Common palmar digital vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein;superficial palmar venous arch;common palmar digital vein
common palmar digital vein	proper palmar digital vein	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	http://purl.obolibrary.org/obo/UBERON_0004561	http://purl.obolibrary.org/obo/UBERON_0004561		UBERON:0004561	fma22926	UBERON:0002398	proper palmar digital vein	Tributary of common palmar digital vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;brachial vein;ulnar vein;superficial palmar venous arch;common palmar digital vein;proper palmar digital vein
axillary vein	cephalic vein	vein	arm				0			5	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Cephalic_vein	https://en.wikipedia.org/wiki/Cephalic_vein		UBERON:0001106	fma13324	UBERON:0001460	cephalic vein	Cephalic vein	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;cephalic vein
cephalic vein	dorsal venous network of hand #2	vein	hand				0			1	blood vessel endothelial cell	blood vessel endothelial cell	CL:0000071	PECAM1 (CD31)	PECAM1	HGNC:8823	https://en.wikipedia.org/wiki/Dorsal_venous_network_of_hand	https://en.wikipedia.org/wiki/Dorsal_venous_network_of_hand			fma67977	UBERON:0002398		Dorsal venous network of hand	right atrium;superior vena cava;brachiocephalic vein;subclavian vein;axillary vein;cephalic vein;dorsal venous network of hand #2
